2016-11-23 00:00:00,1723439.70294708
2016-11-24 00:00:00,1901222.46965214
2016-11-25 00:00:00,1465067.3963313
2016-11-26 00:00:00,1213751.2555608
2016-11-27 00:00:00,950718.26391209
2016-11-28 00:00:00,1514724.19163008
2016-11-29 00:00:00,1427319.39932026
2016-11-30 00:00:00,1366660.3885926
2016-12-01 00:00:00,1513280.75387222
2016-12-02 00:00:00,1792011.06355991
2016-12-03 00:00:00,1235161.95219588
2016-12-04 00:00:00,916341.42138662
2016-12-05 00:00:00,1721222.67250402
2016-12-06 00:00:00,1651414.71147095
2016-12-07 00:00:00,1551778.12748542
2016-12-08 00:00:00,1425236.29620903
2016-12-09 00:00:00,1526017.12753924
2016-12-10 00:00:00,1170744.74867142
2016-12-11 00:00:00,1064341.90545624
2016-12-12 00:00:00,1692640.2805042
2016-12-13 00:00:00,1566232.61036767
2016-12-14 00:00:00,1655833.79460135
2016-12-15 00:00:00,2047186.30565281
2016-12-16 00:00:00,1883877.69280813
2016-12-17 00:00:00,1323237.1119241
2016-12-18 00:00:00,1411672.89554392
2016-12-19 00:00:00,1851507.45397615
2016-12-20 00:00:00,1939201.3316321
2016-12-21 00:00:00,2851534.3441744
2016-12-22 00:00:00,2459189.60192818
2016-12-23 00:00:00,2633796.22254997
2016-12-24 00:00:00,1526634.41658269
2016-12-25 00:00:00,1105164.79607362
2016-12-26 00:00:00,1513037.04037673
2016-12-27 00:00:00,2242009.72892466
2016-12-28 00:00:00,2063689.69191721
2016-12-29 00:00:00,1781841.82843875
2016-12-30 00:00:00,2207636.67870298
2016-12-31 00:00:00,1379308.87090979
2017-01-01 00:00:00,1084340.88487883
2017-01-02 00:00:00,1600838.41441307
2017-01-03 00:00:00,1950525.35497193
2017-01-04 00:00:00,2503952.37922816
2017-01-05 00:00:00,2998215.1115476
2017-01-06 00:00:00,3100652.30632102
2017-01-07 00:00:00,2162212.68055872
2017-01-08 00:00:00,1679995.29932851
2017-01-09 00:00:00,2095379.05522492
2017-01-10 00:00:00,2359325.55048213
2017-01-11 00:00:00,3980330.05363409
2017-01-12 00:00:00,3589294.90458276
2017-01-13 00:00:00,2386792.84945669
2017-01-14 00:00:00,1500321.71960315
2017-01-15 00:00:00,1725125.55521011
2017-01-16 00:00:00,2087940.5458589
2017-01-17 00:00:00,2310740.48936348
2017-01-18 00:00:00,1939717.7512744
2017-01-19 00:00:00,2603895.11021261
2017-01-20 00:00:00,2588414.2228519
2017-01-21 00:00:00,1533463.23287317
2017-01-22 00:00:00,1135726.93181573
2017-01-23 00:00:00,1530243.91590179
2017-01-24 00:00:00,1956073.13571153
2017-01-25 00:00:00,1938599.4457214
2017-01-26 00:00:00,2132882.68827064
2017-01-27 00:00:00,1800256.17837771
2017-01-28 00:00:00,1249362.25322997
2017-01-29 00:00:00,1375857.61441293
2017-01-30 00:00:00,1478650.01856987
2017-01-31 00:00:00,1791768.77982267
2017-02-01 00:00:00,2078948.61654927
2017-02-02 00:00:00,1851685.66567972
2017-02-03 00:00:00,2438292.66080767
2017-02-04 00:00:00,2125684.60324484
2017-02-05 00:00:00,1800248.44228853
2017-02-06 00:00:00,1679402.41655712
2017-02-07 00:00:00,2038903.52207676
2017-02-08 00:00:00,1959826.10628621
2017-02-09 00:00:00,3197018.8721855
2017-02-10 00:00:00,2778948.34104064
2017-02-11 00:00:00,1418142.39805423
2017-02-12 00:00:00,956506.55591642
2017-02-13 00:00:00,1591074.64555236
2017-02-14 00:00:00,1925169.97318271
2017-02-15 00:00:00,1750347.68364851
2017-02-16 00:00:00,2996789.97501355
2017-02-17 00:00:00,2501945.95773614
2017-02-18 00:00:00,1252864.20270827
2017-02-19 00:00:00,1419255.29316553
2017-02-20 00:00:00,1561277.91468099
2017-02-21 00:00:00,1754148.40967314
2017-02-22 00:00:00,2560354.04829138
2017-02-23 00:00:00,3342958.48696884
2017-02-24 00:00:00,1957414.54834467
2017-02-25 00:00:00,1233214.15529548
2017-02-26 00:00:00,1128100.26650729
2017-02-27 00:00:00,1881223.05020547
2017-02-28 00:00:00,1954778.73833876
2017-03-01 00:00:00,2493836.06705258
2017-03-02 00:00:00,2742003.35844942
2017-03-03 00:00:00,4558368.40204178
2017-03-04 00:00:00,1997534.74539412
2017-03-05 00:00:00,1232770.74083629
2017-03-06 00:00:00,1915378.95980437
2017-03-07 00:00:00,2099918.9417359
2017-03-08 00:00:00,2522734.84456735
2017-03-09 00:00:00,5699545.52327675
2017-03-10 00:00:00,2751691.90466803
2017-03-11 00:00:00,1651256.17430034
2017-03-12 00:00:00,1201859.26650813
2017-03-13 00:00:00,2089770.02013271
2017-03-14 00:00:00,2703063.85043817
2017-03-15 00:00:00,2274799.1552319
2017-03-16 00:00:00,3316344.04046344
2017-03-17 00:00:00,3122262.97578238
2017-03-18 00:00:00,2599334.28131555
2017-03-19 00:00:00,6359489.42599053
2017-03-20 00:00:00,3296575.00979041
2017-03-21 00:00:00,6200927.72223978
2017-03-22 00:00:00,5359150.98782612
2017-03-23 00:00:00,2379458.03192202
2017-03-24 00:00:00,3876256.75352733
2017-03-25 00:00:00,3359560.98986217
2017-03-26 00:00:00,1772687.2730565
2017-03-27 00:00:00,2337117.33448516
2017-03-28 00:00:00,2332205.31071153
2017-03-29 00:00:00,1812147.84262912
2017-03-30 00:00:00,2164789.7447987
2017-03-31 00:00:00,3573848.96368438
2017-04-01 00:00:00,2859605.75588997
2017-04-02 00:00:00,4026308.73617334
2017-04-03 00:00:00,4163240.21378063
2017-04-04 00:00:00,2476603.49839915
2017-04-05 00:00:00,2295660.84994726
2017-04-06 00:00:00,2045375.19459594
2017-04-07 00:00:00,5893220.1862937
2017-04-08 00:00:00,9838136.84090639
2017-04-09 00:00:00,1512371.72667516
2017-04-10 00:00:00,2088750.28876314
2017-04-11 00:00:00,2024632.20661539
2017-04-12 00:00:00,2068435.88265545
2017-04-13 00:00:00,2143228.00545793
2017-04-14 00:00:00,2216168.37031121
2017-04-15 00:00:00,1615444.75654168
2017-04-16 00:00:00,1902570.09487092
2017-04-17 00:00:00,2451805.09494566
2017-04-18 00:00:00,2456420.95456165
2017-04-19 00:00:00,2176695.98998885
2017-04-20 00:00:00,2242157.58691625
2017-04-21 00:00:00,2339052.35665688
2017-04-22 00:00:00,1746209.31232687
2017-04-23 00:00:00,1577942.29954599
2017-04-24 00:00:00,1940799.63446908
2017-04-25 00:00:00,3246840.06083126
2017-04-26 00:00:00,2429753.95319411
2017-04-27 00:00:00,2636893.44726295
2017-04-28 00:00:00,2454474.32371981
2017-04-29 00:00:00,2085973.14816435
2017-04-30 00:00:00,1786432.98478772
2017-05-01 00:00:00,2509004.84642654
2017-05-02 00:00:00,2531694.30522707
2017-05-03 00:00:00,2625551.83579823
2017-05-04 00:00:00,2892428.85815552
2017-05-05 00:00:00,2863316.31076466
2017-05-06 00:00:00,2713257.08179427
2017-05-07 00:00:00,2213326.70430991
2017-05-08 00:00:00,3877215.60055789
2017-05-09 00:00:00,3162517.25139167
2017-05-10 00:00:00,3874769.78499676
2017-05-11 00:00:00,3043753.15753014
2017-05-12 00:00:00,3073037.69219196
2017-05-13 00:00:00,3010157.61381839
2017-05-14 00:00:00,2545656.4177374
2017-05-15 00:00:00,3103702.0860401
2017-05-16 00:00:00,2799129.21608075
2017-05-17 00:00:00,4046479.1362403
2017-05-18 00:00:00,3210225.94467341
2017-05-19 00:00:00,2945763.68201335
2017-05-20 00:00:00,2804084.67104612
