"('INITIAL VALUES', 'No. of Blocks Per Day:', 1440, 'User Limit:', 1000000000.0, 'Starting # of users::', 20)"
Day,Yesterday Tx Value,Today Tx Value,deltaT,Supply Current,Supply Cap,Spread,g,r (yearly),r(daily),average reward per block,f_deltaT,rewards given out per day,no. of users,tx fees paid per day,Total Daily Interest Paid Out
54,2470292.1459999983,2960240.111999999,-946010.0,21738975.721949957,27612648.00151522,5873672.279565264,498784.49582697265,0.14842671411496028,0.000406648531821809,3.901941122661344,-0.039209403193118365,5618.795216632336,118931,169.91999999999592,8834.985000006747
55,2960240.111999999,3180727.3219999955,1090560.0,21751073.381075066,27827235.449930564,6076162.068855498,226685.10754045146,0.10403519713275428,0.0002850279373500117,4.098356358413306,0.04439151698220601,5901.633156115161,121170,185.75999999999786,6196.02600000576
56,3180727.3219999955,3001979.182000011,-2277310.0,21767879.246697154,27642483.30522366,5874604.058526505,-167946.2790848161,0.18121363115860376,0.0004964757018043938,4.17035808787712,-0.07717843402584948,6005.315646543053,123379,177.11999999999807,10800.55000000906
57,3001979.182000011,2966882.0819999995,14110.0,21784580.48375626,27601458.220444225,5816877.736687966,-24323.847720327787,0.18059482031932475,0.0004947803296419856,4.117722974658842,0.00061881083927901,5929.521083508733,125578,177.11999999999807,10771.716000009917
58,2966882.0819999995,3132155.562000002,-636500.0,21802436.23807986,27760815.944873013,5958379.706793152,177213.47875238815,0.2,0.0005479452054794521,4.109193991674937,-0.02713845510222404,5917.23934801191,127802,188.6400000000003,11938.51500000961
59,3132155.562000002,2899501.271000004,1438900.0,21817054.817134153,27522165.22839912,5705110.411264967,-224032.13741959957,0.1443059121267264,0.0003953586633608942,4.165576446607588,0.05569408787327363,5998.430083114927,129960,177.11999999999807,8620.149000007097
60,2899501.271000004,2659752.6370000015,6070.0,21831557.687887926,27276525.734426264,5444968.046538338,-231136.6232190826,0.14404030143956384,0.0003946309628481201,4.092135266678142,0.0002656106871625537,5892.6747840165235,132088,164.16000000000315,8610.196000007209
61,2659752.6370000015,2844200.993999999,-1083380.0,21848570.39562616,27455210.18083007,5606639.785203908,195697.15414204216,0.18801805064761423,0.000515117946979765,4.003892197856626,-0.04397774920805041,5765.604764913541,134288,178.55999999999608,11247.103000010493
62,2844200.993999999,3108386.2600000026,1261240.0,21862705.966516204,27713524.76637284,5850818.799856637,272450.1564328149,0.13803531830536558,0.0003781789542612756,4.078258279023805,0.04998273234224864,5872.69192179428,136374,195.83999999999634,8262.8790000063
63,3108386.2600000026,3013468.206000001,1899130.0,21872886.553450115,27612605.08399486,5739718.530544747,-90739.09544406738,0.06974896294511154,0.00019109304916468915,4.169761095171838,0.06828635536025404,6004.455977047446,138522,191.52000000000314,4176.131000005047
64,3013468.206000001,2809035.4329999974,-206340.0,21883566.66825385,27402211.33647752,5518644.668223672,-199713.63271360518,0.07872836982022743,0.00021569416389103407,4.1413748925347225,-0.008979406875115892,5963.57984525,140752,182.8800000000023,4716.5350000065955
