"('INITIAL VALUES', 'No. of Blocks Per Day:', 1440, 'User Limit:', 1000000000.0, 'Starting # of users::', 20)"
Day,Yesterday Tx Value,Today Tx Value,deltaT,Supply Current,Supply Cap,Spread,g,r (yearly),r(daily),average reward per block,f_deltaT,rewards given out per day,no. of users,tx fees paid per day,Total Daily Interest Paid Out
10,2368786.362000003,2456013.653000001,9267148.3915596,21111336.502971847,27423976.47305932,6312639.970087472,91727.74633633066,0.07782626293523948,0.0002132226381787383,2.2468652873539767,0.12217373706476053,3235.4860137897263,23663,109.61700000000012,4500.124000001156
11,2456013.653000001,2454794.490999997,-22212410.40287018,21126177.077179965,27419486.384886365,6293309.307706401,10350.486035165843,0.2,0.0005479452054794521,2.2716397309508727,-0.13697908269787845,3271.161212569257,25828,113.71300000000025,11569.413000001674
12,2454794.490999997,2479537.297000001,-22665128.067626953,21141027.579525925,27440956.46939933,6299928.889873404,36320.586858924944,0.2,0.0005479452054794521,2.2729099658370795,-0.13720878132607203,3272.9903508053944,27942,120.70600000000016,11577.512000002082
13,2479537.297000001,2479690.405999998,-40508569.373031616,21155897.977062028,27437825.105443534,6281927.128381506,11739.033580307849,0.2,0.0005479452054794521,2.2810969037548547,-0.14255883722744056,3284.779541406991,30065,125.80800000000029,11585.618000002129
14,2479690.405999998,2464277.0579999997,25104688.912376404,21162758.90441199,27419125.273524962,6256366.369112972,-11838.904568607453,0.06165983447491996,0.0001689310533559451,2.282741916537843,0.13834016552508005,3287.148359814494,32213,129.4290000000001,3573.779000001089
15,2464277.0579999997,2439039.5670000035,-5254712.071063995,21175817.140408427,27390605.865236886,6214788.724828459,-15461.172291642055,0.1685887451378764,0.00046188697298048324,2.2793847245304355,-0.10692891066295643,3282.314003323827,34456,131.3230000000002,9775.922000002725
16,2439039.5670000035,2434440.6470000045,-55946636.11872101,21190696.168318145,27382732.899079677,6192036.730761532,7006.061752507929,0.2,0.0005479452054794521,2.273998553298518,-0.1445287373922223,3274.5579167498654,36596,134.93100000000027,11604.47000000257
17,2434440.6470000045,2464341.865999996,5096268.105056763,21199432.168897845,27409359.673124116,6209927.504226271,35362.77462414093,0.09405824804505979,0.0002576938302604378,2.2743469374452774,0.10594175195494022,3275.0595899211994,38769,140.97400000000033,5460.941000001911
18,2464341.865999996,2449288.522999995,-9258028.205375671,21214337.682827003,27391018.745069385,6176681.062242381,-3435.4141255710274,0.2,0.0005479452054794521,2.2833520396500315,-0.12204847853813199,3288.0269370960455,40932,143.21500000000037,11617.487000003104
19,2449288.522999995,2400279.861000004,16972531.36988449,21221496.6781674,27338726.531991456,6117229.853824057,-45133.21773753455,0.0666680339036485,0.0001826521476812288,2.2809106624008026,0.1333319660963515,3284.511353857156,43108,144.68000000000012,3874.484000001472
20,2400279.861000004,2351211.4300000006,-21710580.694335938,21236392.490802344,27286392.29545887,6049999.804656524,-37438.423897641245,0.2,0.0005479452054794521,2.2682525303580867,-0.13664160268849088,3266.2836437156448,45253,145.8530000000001,11629.52900000362
21,2351211.4300000006,2459976.2559999987,6642569.450073242,21244664.615869585,27391909.31456363,6147244.698694043,113789.14417200116,0.08634214306286064,0.00023655381661057712,2.2559972785182554,0.11365785693713937,3248.6360810662877,47405,156.06500000000005,5023.48900000243
22,2459976.2559999987,2446373.719,-56691389.261154175,21259600.115142725,27375013.99498701,6115413.879844286,-1959.8203034764156,0.2,0.0005479452054794521,2.2870522798981283,-0.14458109414523343,3293.355283053305,49524,158.81600000000037,11642.144000003855
23,2446373.719,2335054.018000001,45731011.09008789,21266190.330561582,27260405.038401417,5994214.707839835,-108018.74116673693,0.056664466163609095,0.0001552451127770112,2.284987803035005,0.14333553383639092,3290.382436370407,51618,155.31499999999983,3299.833000001957
24,2335054.018000001,2452052.972999994,-39127253.417453766,21281028.274164725,27374158.237394206,6093129.963229481,128591.14259593049,0.1989309123739765,0.0005450161982848671,2.254507371114418,-0.1422664462103674,3246.4906144047623,53839,165.70699999999997,11591.453000004254
25,2452052.972999994,2439930.0679999967,3815041.0769844055,21290308.902233634,27358740.42741259,6068431.525178954,-6137.1819127090275,0.10264779410127751,0.00028122683315418495,2.2888292253303124,0.09628311827269899,3295.91408447565,56049,168.42499999999984,5984.714000002772
26,2439930.0679999967,2480910.078999999,6305857.9915885925,21293051.141257633,27396424.75979076,6103373.618533127,40426.57140216837,-0.00948667387592586,-2.5990887331303727e-05,2.286536110484935,0.11213446797720338,3292.611999098306,58180,176.41400000000024,-550.3729999995227
27,2480910.078999999,2420111.0359999985,-25461072.928417206,21303881.966636866,27332317.776335016,6028435.80969815,-53276.158076510765,0.1289353198551796,0.00035324745165802625,2.2978655519578544,-0.13842199373110545,3308.92639481931,60326,174.97000000000008,7521.899000002841
28,2420111.0359999985,2394379.061999997,28719694.04386139,21306547.258214876,27303295.611280236,5996748.35306536,-26356.873476768378,-0.0107047684562033,-2.932813275672137e-05,2.2825594104029245,0.1396400883113829,3286.8855509802115,62458,176.72999999999993,-621.5939999994819
29,2394379.061999997,2404601.6639999994,-52122839.88746643,21317611.68303975,27310242.297402635,5992630.614362884,18011.110947274603,0.13340352935163163,0.00036548912151131954,2.2756936401088024,-0.14410829780783493,3276.998841756675,64594,179.21900000000014,7787.426000003041
30,2404601.6639999994,2480124.938,-43574265.69174194,21332576.24745433,27382483.68890338,6049907.44144905,87205.95591532579,0.2,0.0005479452054794521,2.2797308532096725,-0.14300286762216308,3282.812428621928,66732,186.26500000000047,11681.752000005474
31,2480124.938,2493555.2170000034,41356041.0488739,21339242.25551412,27392600.848825283,6053358.5933111645,16783.16798169026,0.05735895808062341,0.00015714783035787236,2.3019215862389215,0.1426410419193766,3314.767084184047,68908,190.08900000000017,3351.2410000027367
32,2493555.2170000034,2407388.358000001,-3262947.279953003,21351218.597417865,27303114.153173532,5951895.555755667,-77510.35374800395,0.14804334360415627,0.00040559820165522265,2.3062103620793857,-0.09068438552353286,3320.9429213943154,71104,187.42499999999993,8655.399000005305
33,2407388.358000001,2512220.2800000035,-9554684.682144165,21366207.674515028,27404658.098187897,6038450.42367287,116533.02211152622,0.2,0.0005479452054794521,2.2841014672694735,-0.12259932386116748,3289.106112868042,73244,195.49100000000007,11699.971000006062
34,2512220.2800000035,2447449.266000001,-17636722.854991913,21381248.444105376,27336555.65152967,5955307.207424294,-53061.67706788052,0.2,0.0005479452054794521,2.3140462550737735,-0.1337894034059629,3332.2266073062337,75384,195.49600000000027,11708.543000006115
35,2447449.266000001,2510480.7969999993,35666436.02349472,21387982.57527387,27396279.551109675,6008296.975835804,66458.03074850282,0.05848483769183632,0.00016023243203242829,2.2983556917887893,0.1415151623081637,3309.6321961758563,77568,202.25300000000016,3424.4990000031175
36,2510480.7969999993,2422798.127999999,-75789631.59403229,21403037.645858478,27305263.08140993,5902225.435551453,-75961.39911513682,0.2,0.0005479452054794521,2.3159476402822556,-0.1458825246377236,3334.964602006448,79729,196.4350000000001,11720.106000006592
37,2422798.127999999,2473365.7150000026,25999307.682502747,21409940.56396353,27352529.33215414,5942588.768190611,54169.16884925868,0.06141065308910912,0.00016824836462769622,2.2939271766031886,0.1385893469108909,3303.2551343085916,81863,204.1200000000002,3599.663000003271
38,2473365.7150000026,2491182.317000001,-28937916.2052269,21424996.987753026,27367022.806113556,5942025.81836053,29549.897748914547,0.2,0.0005479452054794521,2.3084568113564594,-0.1396651609423085,3324.1778083533013,84077,206.7220000000004,11732.246000007206
39,2491182.317000001,2551616.0779999965,30085429.95500183,21431848.95539907,27424125.502373714,5992276.546974644,63954.66390620172,0.059973387507535975,0.00016431065070557802,2.314846997975192,0.14002661249246404,3333.3796770842764,86211,213.5669999999997,3518.588000003518
40,2551616.0779999965,2530566.9269999987,-18820945.5688591,21446635.277593534,27399720.371944867,5953085.094351333,-9618.808234384283,0.19463657473989807,0.0005332508896983509,2.331405010262099,-0.1346631872323621,3357.2232147774225,88385,213.19100000000049,11429.099000007518
41,2530566.9269999987,2465657.5889999964,1654382.5291671753,21457585.238668572,27331460.91288789,5873875.674219318,-57309.49798193807,0.12932136559806254,0.0003543051112275686,2.327561874944209,0.06531520914183553,3351.6890999196607,90549,210.7250000000001,7598.272000004462
42,2465657.5889999964,2531325.320999999,-31368803.812282562,21472672.01781259,27393801.270575564,5921129.252762973,77427.13683169242,0.2,0.0005479452054794521,2.311513308935315,-0.1403949063422851,3328.5791648668533,92828,218.51800000000043,11758.200000007995
43,2531325.320999999,2557377.439,7898539.468383789,21480854.723729495,27416499.32232341,5935644.598593917,30880.757664753124,0.08206608189597156,0.00022483858053690839,2.3305853807037455,0.11793391810402845,3356.0429482133936,94991,223.80400000000049,4826.663000005488
44,2557377.439,2541967.239999994,1508025.5791893005,21485406.668404877,27397726.26921758,5912319.600812703,-14221.108430450782,0.02020171187707258,5.5347155827596104e-05,2.3382192497063286,0.06186437001889898,3367.035719577113,97145,223.87500000000026,1184.90899999856
45,2541967.239999994,2606426.1369999945,-21972739.007492065,21498000.617757168,27458824.849220768,5960824.2314636,73692.52935547801,0.15683894497247952,0.00042969573965062884,2.334735678584682,-0.13663723309540696,3362.019377161942,99309,232.93900000000005,9231.930000009219
46,2606426.1369999945,2500894.3889999995,68335449.16111755,21502054.95788134,27349911.173942424,5847856.216061085,-104859.33515417343,0.011414643823164844,3.1272996775794094e-05,2.3525313663980443,0.14542430114931468,3387.6451676131837,101469,226.83100000000042,666.6949999991735
47,2500894.3889999995,2556051.0350000015,-42499162.39634323,21514487.12416972,27401720.35741488,5887233.23324516,64241.34976083506,0.15418993591824098,0.0004224381805979205,2.3257599413095407,-0.14277529209507614,3349.0943154857387,103660,233.29199999999997,9083.072000009699
48,2556051.0350000015,2543869.802999997,-74318400.69005585,21529647.85470812,27386169.002514683,5856521.1478065625,-390.6243617949076,0.2,0.0005479452054794521,2.341538585526056,-0.1457791670386299,3371.8155631575205,105852,235.434,11788.91500000925
49,2543869.802999997,2583653.7820000006,3681602.2021331787,21539230.7544495,27422585.49654205,5883354.74209255,45999.393768748734,0.1053557119757221,0.0002886457862348551,2.340037343669135,0.0946442880242779,3369.6537748835544,107974,239.32099999999974,6213.246000005896
50,2583653.7820000006,2549000.041000003,56856410.67928696,21540308.45006737,27384542.310395293,5844233.860327922,-36965.49052888993,-0.03916834212340933,-0.00010731052636550502,2.3512962307906804,0.14452405409913144,3385.8665723385798,110148,239.99800000000008,-2308.171000005174
51,2549000.041000003,2566827.475999996,-80540862.29148483,21549990.69021327,27398998.556949727,5849007.866736457,24138.486700331792,0.10692387234258924,0.0002929421160070938,2.3425265139476887,-0.14609221446599857,3373.238180084672,112335,242.3589999999998,6309.002000006152
52,2566827.475999996,2510153.4579999982,113211858.41319275,21550997.682483852,27338939.367316004,5787941.684832152,-59052.197363141924,-0.04027376621314874,-0.000110339085515476,2.3481751547878646,0.14719763855573798,3381.3722228945253,114430,240.71199999999996,-2374.3800000054157
53,2510153.4579999982,2539648.196000001,-30595735.948833466,21560252.237675395,27365076.25330245,5804824.015627056,35391.44117799122,0.09985436197570832,0.0002735735944539954,2.3335126585017933,-0.14012812818885706,3360.2582282425824,116589,244.5509999999999,5894.29700000664
54,2539648.196000001,2486950.119999999,-46875591.437877655,21575438.99119172,27309007.108772,5733568.11758028,-40882.39101412753,0.2,0.0005479452054794521,2.3422649616401823,-0.14340319219518238,3372.8615447618627,118794,244.80700000000036,11813.892000010503
55,2486950.119999999,2549714.1789999995,50435499.31064606,21582110.56656054,27368419.441003636,5786308.874443095,66083.90760045778,0.05615442323676828,0.00015384773489525555,2.3299655662068677,0.14384557676323173,3355.1504153378896,121000,250.73600000000002,3316.425000005264
56,2549714.1789999995,2512463.5389999943,-60033914.532131195,21597316.496745016,27327790.536911085,5730474.040166069,-25422.973908073734,0.2,0.0005479452054794521,2.347257788028776,-0.14479386503514644,3380.051214761437,123182,246.35000000000022,11825.879000010922
57,2512463.5389999943,2483339.271999998,50082120.560497284,21604007.511388082,27295301.292073075,5691293.780684993,-25798.230194943957,0.056202080709204516,0.00015397830331288908,2.3391407581605352,0.1437979192907955,3368.3626917511706,125287,248.12000000000037,3322.6520000054734
58,2483339.271999998,2516318.923000003,-77196493.25473785,21619203.339955084,27324924.766946618,5705721.4269915335,44819.30344054522,0.2,0.0005479452054794521,2.332078192786379,-0.1459158039377891,3358.1925976123857,127419,251.56600000000017,11837.636000011345
59,2516318.923000003,2533143.863000002,31069271.256706238,21626113.25965591,27338379.9638991,5712266.704243187,20365.11665330967,0.05975996769936534,0.0001637259389023708,2.3425331597986188,0.14024003230063467,3373.247750110011,129523,255.73500000000024,3536.6720000055784
60,2533143.863000002,2501520.8729999997,-8385364.8397789,21640099.266800568,27303378.439067032,5663279.172266465,-21015.517687411048,0.17900221795006027,0.0004904170354796172,2.3477167908032692,-0.11924225025069494,3380.7121787567075,131721,254.07200000000012,10605.295000012204
61,2501520.8729999997,2583117.419,-60135183.38356781,21655327.552598175,27381606.134942647,5726278.582344472,93455.98167322343,0.2,0.0005479452054794521,2.3408589104132886,-0.14478885234765587,3370.8368309951356,133869,264.27700000000027,11857.449000011979
62,2583117.419,2606274.617999997,15177259.657245636,21662806.57075171,27401362.83546322,5738556.264711507,27235.718674108386,0.06873254248471922,0.0001883083355745732,2.363832780646682,0.1312674575152808,3403.919204131222,136042,267.5120000000002,4075.099000005701
63,2606274.617999997,2568175.539,54752042.45885086,21661738.466984317,27359846.79398818,5698108.327003863,-42584.145242434926,-0.07555767312418327,-0.00020700732362789937,2.3705279050377266,0.14429021560890248,3413.560183254326,138240,269.1399999999997,-4481.6640000077905
64,2568175.539,2641982.205999998,25456491.413707733,21659205.377717707,27430250.89604282,5771045.518325113,67871.01278803311,-0.1,-0.00027397260273972606,2.3606990883406795,0.13823527470166688,3399.4066872105786,140421,277.59099999999995,-5932.4960000081255
65,2641982.205999998,2619327.171,-36861532.243564606,21665099.88058734,27404174.70556775,5739074.824980412,-20181.687605437357,0.04167415261036728,0.0001141757605763487,2.3790506460172707,-0.14167415261036728,3425.83293026487,142579,276.5599999999997,2468.670000006904
66,2619327.171,2576306.3070000038,-62132072.65486145,21679594.95938224,27357737.561876748,5678142.602494508,-31942.064896102995,0.1866192037074761,0.0005112854896095235,2.3740596053683167,-0.1449450510971088,3418.6458317303764,144719,273.8010000000005,11076.433000013412
67,2576306.3070000038,2520388.949000001,51315023.61386871,21685532.079336345,27298419.724359088,5612887.645022742,-53380.71756355511,0.04270044512292048,0.00011698752088471365,2.3647368168763885,0.1439187585845556,3405.2210163019995,146880,271.27500000000003,2531.8990000070603
68,2520388.949000001,2570175.9990000017,-54301204.45012665,21700023.112055566,27344823.989559155,5644800.877503589,60895.297919289675,0.1869392762828963,0.0005121624007750584,2.3507998320166528,-0.14423883115997582,3385.1517581039802,149049,277.8740000000003,11105.881000013926
69,2570175.9990000017,2601125.493999999,-8346108.591365814,21715319.3228198,27372369.5638058,5657050.240986001,42841.78501087846,0.2,0.0005479452054794521,2.3653873627757696,-0.11904360387343871,3406.157802397108,151208,281.03800000000035,11890.053000013795
70,2601125.493999999,2595664.0309999967,48635326.31097412,21722091.641295306,27363492.494097378,5641400.852802072,-2104.7512329136953,0.05641210473462005,0.00015455371160169877,2.37497051141359,0.14358789526537996,3419.9575364355696,153327,283.52,3352.361000006923
71,2595664.0309999967,2563899.969000001,-25637228.117031097,21737096.568536688,27328312.06063492,5591215.492098231,-20175.506221079268,0.19469382902088792,0.0005334077507421587,2.374323806259113,-0.13828172428626787,3419.026281013123,155515,281.6789999999999,11585.901000014344
72,2563899.969000001,2630357.1700000023,-25697468.60105896,21752416.37159933,27391362.06471345,5638945.693114117,78369.80714117363,0.2,0.0005479452054794521,2.3678049322641317,-0.13829961185397993,3409.6391024603495,157671,288.694,11910.164000014554
73,2630357.1700000023,2578908.5080000013,36058771.50373459,21759337.133207325,27336481.63601527,5577144.502807945,-47959.66709018638,0.05853519763714929,0.00016037040448534052,2.3863928270032666,0.14146480236285072,3436.405670884704,159794,284.695,3484.3560000071525
74,2578908.5080000013,2517107.2819999983,-20019875.448741913,21774310.01795361,27271264.328683026,5496954.310729418,-50244.422585961875,0.1938280830039626,0.0005310358438464729,2.374104714217464,-0.1352928853668133,3418.7107884731477,161912,280.8769999999999,11554.17400001501
75,2517107.2819999983,2550148.5479999986,-35640783.27390289,21789638.19364454,27300910.409550827,5511272.2159062885,44974.256558732595,0.2,0.0005479452054794521,2.359549814582353,-0.14136229227310262,3397.7517329985885,164127,284.85,11930.424000015122
76,2550148.5479999986,2597942.3370000017,104199909.03062439,21796214.66420321,27345296.55276457,5549081.888561357,50962.61377241323,0.05307292892087195,0.00014540528471471768,2.369942101123272,0.14692707107912806,3412.716625617512,166233,292.74899999999974,3163.754000007581
77,2597942.3370000017,2687117.4879999957,-61076407.33493042,21811463.41229902,27431042.75806532,5619579.345766302,100994.95339655923,0.1979035731261539,0.0005422015702086408,2.3830070410679887,-0.14483064420528194,3431.5301391379035,168351,305.23700000000053,11817.218000015288
78,2687117.4879999957,2551845.9020000035,5704391.41400528,21820268.29088748,27292309.365406007,5472041.074518528,-129928.51407085359,0.08939846772222805,0.00024492730882802206,2.406876144343945,0.10850510540392584,3465.9016478552803,170534,290.46899999999994,5338.9770000103545
79,2551845.9020000035,2629329.024999997,7360166.854637146,21822121.333378825,27366367.143341083,5544245.809962258,75910.82042642357,-0.026296677272719574,-7.204569115813582e-05,2.3737183416682655,0.11569514499494762,3418.1544120023023,172634,298.9280000000004,-1565.1119999974283
80,2629329.024999997,2528162.340999999,13917351.148391724,21819592.453652784,27261749.731291894,5442157.27763911,-107146.29177522939,-0.1,-0.00027397260273972606,2.3937820937708736,0.12966550330775484,3447.0462150300577,174861,291.7960000000006,-5975.926000010185
81,2528162.340999999,2658124.104000002,-70167032.3036232,21825714.63512336,27388308.249161113,5562593.614037752,132680.69933979446,0.045475493531910716,0.00012459039323811156,2.3674003787708413,-0.14547549353191072,3409.0565454300117,176986,307.40099999999967,2713.1250000084874
82,2658124.104000002,2634447.8859999976,23181134.199115753,21823697.541098822,27361170.003347166,5537472.462248344,-29155.339838485233,-0.09161499202672607,-0.0002509999781554139,2.4013443839482793,0.1370904855586368,3457.935912885522,179125,305.16800000000046,-5475.030000010746
83,2634447.8859999976,2572010.8079999974,10611082.476596832,21821170.644081723,27295279.782177135,5474109.138095412,-68417.11818712903,-0.1,-0.00027397260273972606,2.3952374455733065,0.12440891108892954,3449.1419216255613,181294,299.16100000000006,-5976.0390000109155
84,2572010.8079999974,2576207.0639999947,-94114123.44028854,21827376.92239781,27296056.1574899,5468679.235092089,6982.653628852218,0.04660040951578376,0.00012767235483776373,2.3790683286457392,-0.14660040951578376,3425.8583932498645,183503,303.63900000000007,2780.4200000087844
85,2576207.0639999947,2571230.818,36988320.91182709,21825125.46870705,27287646.99028573,5462521.521578681,-10660.620894926134,-0.0950398671219985,-0.0002603831975945164,2.3808307254357404,0.14164027663778225,3428.3962446274663,185589,302.8819999999997,-5679.850000011203
86,2571230.818,2621864.2829999975,28974347.025592804,21822575.37006907,27334850.1288122,5512274.75874313,44653.039888489526,-0.1,-0.00027397260273972606,2.379297428634123,0.13949108867847693,3426.1882972331373,187769,312.5530000000005,-5976.287000011131
87,2621864.2829999975,2642415.2,-66955407.17513275,21828720.168657053,27351962.95378918,5523242.785132125,23257.62356495764,0.04526468434955616,0.00012401283383440043,2.3919553258689126,-0.14526468434955617,3444.415669251234,189888,314.57199999999995,2700.3830000092557
88,2642415.2,2638291.1079999977,15046317.424793243,21827049.87714645,27344381.387912557,5517331.510766108,-9251.85738722654,-0.08572826758874041,-0.00023487196599654908,2.3977780695299087,0.13099295193829658,3452.8004201230688,192054,316.57900000000024,-5123.092000011989
89,2638291.1079999977,2631670.7830000003,-66310532.18035126,21834053.237126052,27334315.82833878,5500262.591212727,-3062.1995941749774,0.059490882832168385,0.00016298872008813257,2.3965660118661893,-0.1452191504209088,3451.055057087313,194289,317.1749999999996,3552.305000008775
90,2631670.7830000003,2627712.8959999946,27949641.630493164,21832743.366072208,27326903.126507092,5494159.760434885,-8722.572885530535,-0.07963869985967278,-0.00021818821879362408,2.395678383935668,0.13912958269184117,3449.776872867362,196458,318.066,-4759.648000012349
91,2627712.8959999946,2716164.696999998,-54847675.060985565,21840051.653702654,27411912.42871135,5571860.775008697,92317.58983470639,0.064618087100629,0.00017703585507021643,2.3945414645460033,-0.14425678696030178,3448.139708946245,198614,329.0800000000002,3860.1480000088814
92,2716164.696999998,2637505.6119999997,36540725.3916626,21838934.15701591,27329767.485918727,5490833.328902818,-83262.43947936827,-0.07692091050348263,-0.00021074222055748664,2.417041832260575,0.14153899760411162,3480.5402384552276,200770,321.5519999999995,-4598.0370000119665
93,2637505.6119999997,2622782.5849999962,-46446099.6863327,21846351.107362166,27311597.545958847,5465246.438596681,-10752.989613623824,0.06634181780301504,0.00018175840493976723,2.3976746010626453,-0.14326272830649767,3452.651425530209,203014,321.04199999999946,3964.2990000089644
94,2622782.5849999962,2641261.836,17866986.71144104,21845775.899201695,27326622.464959156,5480846.565757461,14449.71083983779,-0.06731330194198715,-0.00018442000532051272,2.394792888274396,0.1336551197450022,3448.5017591151304,205138,326.5940000000001,-4023.710000009098
95,2641261.836,2606060.5410000007,31079922.645412445,21843249.681271166,27287961.297209356,5444711.61593819,-41187.38568032812,-0.1,-0.00027397260273972606,2.399363887155762,0.1401476030499934,3455.0839975042973,207242,322.8670000000003,-5981.3020000125325
96,2606060.5410000007,2663585.7499999995,-97310180.63786697,21849480.178641256,27342051.56886141,5492571.390220154,60320.769022142515,0.04670635842339779,0.0001279626258175282,2.3902190695029946,-0.1467063584233978,3441.915460084312,209459,332.4480000000002,2788.5820000102453
97,2663585.7499999995,2636489.7140000006,42834931.13636017,21847200.38752668,27311486.94605125,5464286.558524571,-32844.41392473411,-0.09601259947726737,-0.00026304821774593797,2.405307507752161,0.14271895790066516,3463.6428111631117,211599,330.585,-5743.434000013071
98,2636489.7140000006,2571428.7400000044,27243226.228652954,21844672.46201674,27242967.417018745,5398294.955002006,-71047.45454244595,-0.1,-0.00027397260273972606,2.3983280664240048,0.13886242484418118,3453.592415650567,213778,323.09800000000007,-5981.518000013045
99,2571428.7400000044,2603185.8990000035,-64417346.6917038,21850792.723695762,27271302.669581242,5420509.945885479,34455.51424151892,0.045079415708312726,0.00012350524851592528,2.3814797035505717,-0.14507941570831273,3429.3307731128234,215930,329.18800000000033,2690.9310000107184
100,2603185.8990000035,2700108.0579999974,11419749.395248413,21849401.04668393,27364777.09106006,5515376.044376131,92082.74446698837,-0.08082581352519294,-0.00022144058500052862,2.39031243497953,0.12590522923350567,3442.049906370523,218122,341.8310000000005,-4833.727000014169
101,2700108.0579999974,2611724.0660000015,25860213.277290344,21846895.530425876,27272911.525588434,5426015.995162558,-94371.0817296803,-0.1,-0.00027397260273972606,2.4142129617519292,0.138312094607771,3476.4666649227784,220206,333.9760000000001,-5981.983000013401
102,2611724.0660000015,2666093.890999994,1078427.7449645996,21844359.153998557,27323831.332470015,5479472.178471457,48383.43045426067,-0.1,-0.00027397260273972606,2.3920565939674256,0.04956827256781808,3444.561495313093,222437,341.1030000000004,-5980.938000013627
103,2666093.890999994,2569441.1259999955,-35409847.92134857,21850285.7824133,27223723.009724185,5373437.227310885,-94181.69433108764,0.041282868290030805,0.00011310374873981043,2.4053614683704847,-0.1412828682900308,3463.7205144534983,224690,329.54400000000004,2462.9080000113595
104,2569441.1259999955,2616131.651000003,-94414382.5684166,21864960.664473787,27266988.192406107,5402027.52793232,57940.064742407296,0.18788942560636193,0.000514765549606471,2.3815757795520116,-0.14660655731633113,3429.469122554897,226774,338.8829999999996,11245.413000022092
105,2616131.651000003,2689524.8420000044,61567264.64487457,21870979.864166833,27336940.535263825,5465960.671096992,75971.54255076312,0.04303460240860846,0.00011790302029755742,2.3951519403660138,0.14485482319775347,3449.01879412706,228977,347.44199999999984,2570.181000011509
106,2689524.8420000044,2603930.700999999,22668584.2768631,21868842.138176266,27247864.800001044,5379022.661824778,-91213.46125334967,-0.09376470373387177,-0.00025688959927088156,2.4140298101880475,0.13679930614248023,3476.202926670788,231128,340.39999999999964,-5613.929000014418
107,2603930.700999999,2625719.0040000034,-52115833.00065613,21875287.371727142,27266215.672610756,5390928.3008836135,24796.10616058996,0.05019356861554389,0.00013751662634395586,2.3924768409435675,-0.14395827234941566,3445.166650958737,233256,346.07500000000033,3000.067000011359
108,2625719.0040000034,2694262.084000003,57679145.12657547,21873093.205587156,27331298.936663803,5458205.731076647,62889.097913061734,-0.09432459636787913,-0.00025842355169281955,2.3987053993176723,0.14451816498342301,3454.135775017448,235399,354.3030000000002,-5648.302000014577
109,2694262.084000003,2646272.5020000036,-64694122.99487305,21879606.248002514,27279839.19388341,5400232.945880897,-44946.70036503393,0.05076900654806035,0.0001390931686248229,2.4154142473610944,-0.14509360291593948,3478.196516199976,237501,349.54400000000004,3034.8460000114706
